Segment,Segment Users,Total Additions,Total Subtractions,
44807,1448,1448,0
43630,16866,16866,0
44016,1272,1272,0
44015,1396,1396,0
55271,11214,11214,0
67260,1691,1691,0
59428,1619,1619,0
67245,9709,9709,0
67218,3566,3566,0
67167,15332,15332,0
43912,5981,5981,0
59482,962,962,0
59430,2124,2124,0
62374,3018,3018,0
59475,608,608,0
44070,4024,4024,0
67246,2543,2543,0
67269,7175,7175,0
66628,4001,4001,0
66626,2974,2974,0
43843,14096,14096,0
44776,1467,1467,0
44050,3414,3414,0
56001,1986,1986,0
43927,5108,5108,0
43632,9143,9143,0
43948,6036,6036,0
43908,3940,3940,0
43842,11785,11785,0
56370,6132,6132,0
59595,7147,7147,0
67263,9101,9101,0
59565,786,786,0
59564,6861,6861,0
47489,15562,15562,0
66636,3392,3392,0
67243,2383,2383,0
59442,5172,5172,0
51163,2975,2975,0
51128,12448,12448,0
66650,3446,3446,0
66646,4230,4230,0
66609,3056,3056,0
51178,3412,3412,0
44029,3412,3412,0
43633,9557,9557,0
67270,7967,7967,0
67249,2076,2076,0
55991,10012,10012,0
44063,1769,1769,0
56574,6390,6390,0
67255,630,630,0
43997,13921,13921,0
47494,12312,12312,0
66608,4248,4248,0
44025,2349,2349,0
48684,6767,6767,0
49592,4586,4586,0
67258,10224,10224,0
67272,1432,1432,0
67247,2209,2209,0
32596,3594,3594,0
32594,9331,9331,0
64038,2660,2660,0
67273,2043,2043,0
50752,1594,1594,0
63830,2884,2884,0
63831,298,298,0
32567,2109,2109,0
44004,4159,4159,0
63819,2367,2367,0
32604,4644,4644,0
63828,2781,2781,0
44009,1278,1278,0
44047,1893,1893,0
43847,6239,6239,0
62407,6656,6656,0
56837,2124,2124,0
66612,2861,2861,0
66869,1116,1116,0
66865,3752,3752,0
66616,3058,3058,0
51133,10098,10098,0
51132,9886,9886,0
61823,1937,1937,0
44778,1395,1395,0
59587,16565,16565,0
44815,761,761,0
44074,1340,1340,0
51179,1128,1128,0
51182,1340,1340,0
44030,1128,1128,0
44006,843,843,0
66866,4173,4173,0
69197,494,494,0
69196,659,659,0
66622,4632,4632,0
66619,6321,6321,0
59581,1223,1223,0
59580,1226,1226,0
59431,125,125,0
59640,128,128,0
69195,478,478,0
66629,2920,2920,0
66631,4985,4985,0
69204,306,306,0
69206,270,270,0
69209,158,158,0
69210,436,436,0
69193,661,661,0
66634,2766,2766,0
69205,1360,1360,0
66611,4667,4667,0
66627,2684,2684,0
67879,641,641,0
62341,5099,5099,0
63931,1926,1926,0
67878,717,717,0
67877,1163,1163,0
67875,1363,1363,0
44026,2616,2616,0
59560,644,644,0
59444,4538,4538,0
59572,678,678,0
56378,4542,4542,0
56573,4636,4636,0
67205,1306,1306,0
44002,4869,4869,0
44022,784,784,0
43943,759,759,0
48681,4869,4869,0
44000,4869,4869,0
59591,1094,1094,0
67938,1130,1130,0
43958,6052,6052,0
56018,845,845,0
51175,2562,2562,0
44021,2548,2548,0
43923,4404,4404,0
44051,2548,2548,0
66614,4574,4574,0
66625,919,919,0
66867,8499,8499,0
64007,494,494,0
64002,726,726,0
63835,3455,3455,0
56596,2018,2018,0
63964,3738,3738,0
50772,691,691,0
43950,5406,5406,0
43956,2454,2454,0
67257,1628,1628,0
56371,3546,3546,0
67225,4638,4638,0
44019,1508,1508,0
51026,1055,1055,0
44069,2791,2791,0
48682,2483,2483,0
48683,3062,3062,0
51176,2791,2791,0
66615,2526,2526,0
43930,3471,3471,0
59576,1665,1665,0
59573,3813,3813,0
55981,622,622,0
55980,1650,1650,0
59589,2115,2115,0
55944,3904,3904,0
44806,1163,1163,0
66621,2532,2532,0
66624,548,548,0
66633,1434,1434,0
66617,567,567,0
51184,2878,2878,0
44075,2878,2878,0
56572,4313,4313,0
65598,597,597,0
64063,844,844,0
63974,1359,1359,0
63975,1491,1491,0
63976,2163,2163,0
63971,7091,7091,0
44784,1084,1084,0
43947,2516,2516,0
67253,1048,1048,0
67165,1246,1246,0
67267,994,994,0
63968,5563,5563,0
44018,2660,2660,0
51174,614,614,0
66639,3914,3914,0
66641,3792,3792,0
51136,3073,3073,0
32593,478,478,0
32599,2600,2600,0
55947,900,900,0
51172,1032,1032,0
51152,2889,2889,0
59632,5392,5392,0
46166,190,190,0
44020,2352,2352,0
46070,2223,2223,0
48680,6291,6291,0
67175,1570,1570,0
56375,4699,4699,0
57109,718,718,0
56372,217,217,0
51169,572,572,0
66635,1891,1891,0
51166,634,634,0
67937,479,479,0
59433,1406,1406,0
63812,105,105,0
32580,2471,2471,0
59505,1991,1991,0
32595,1178,1178,0
59574,1294,1294,0
63930,752,752,0
63928,497,497,0
65794,374,374,0
66649,685,685,0
66643,434,434,0
66647,685,685,0
55273,1784,1784,0
59504,1707,1707,0
63980,867,867,0
63982,1688,1688,0
63983,757,757,0
66868,1097,1097,0
67312,3626,3626,0
67172,1080,1080,0
67215,1489,1489,0
67259,1311,1311,0
66632,1988,1988,0
67271,1763,1763,0
32598,2779,2779,0
63953,301,301,0
63948,379,379,0
63949,572,572,0
63951,578,578,0
63954,47,47,0
63952,385,385,0
56379,5328,5328,0
59630,1844,1844,0
43921,1814,1814,0
63833,2016,2016,0
66874,859,859,0
32601,1689,1689,0
59594,1023,1023,0
44777,1511,1511,0
43624,1685,1685,0
59639,535,535,0
67182,1304,1304,0
63966,2988,2988,0
44774,1137,1137,0
43907,1279,1279,0
50767,1142,1142,0
44013,909,909,0
50757,885,885,0
43916,1461,1461,0
51181,3369,3369,0
44073,3369,3369,0
50768,912,912,0
67248,2335,2335,0
69191,226,226,0
44014,5507,5507,0
63838,1355,1355,0
44005,2343,2343,0
64019,1554,1554,0
43931,1459,1459,0
67868,3201,3201,0
67871,1469,1469,0
67872,960,960,0
32592,2443,2443,0
64034,208,208,0
64036,623,623,0
43936,236,236,0
50763,1627,1627,0
67256,989,989,0
67244,1281,1281,0
32568,764,764,0
59477,1205,1205,0
59479,1002,1002,0
67212,1008,1008,0
67242,1261,1261,0
56002,797,797,0
50765,1667,1667,0
67188,1423,1423,0
57110,776,776,0
63832,1012,1012,0
63836,2010,2010,0
63834,1911,1911,0
63799,1007,1007,0
64027,765,765,0
32590,1811,1811,0
67933,355,355,0
67867,536,536,0
63991,152,152,0
63994,503,503,0
63837,277,277,0
63943,756,756,0
63929,1355,1355,0
60603,209,209,0
56570,623,623,0
43929,784,784,0
66873,211,211,0
66872,211,211,0
59877,260,260,0
59878,465,465,0
56847,432,432,0
63981,1031,1031,0
63985,584,584,0
67230,1117,1117,0
44012,3037,3037,0
44011,3037,3037,0
63988,868,868,0
63989,349,349,0
63990,47,47,0
63977,949,949,0
67268,1008,1008,0
46158,1696,1696,0
46074,1948,1948,0
59487,67,67,0
64031,1105,1105,0
63972,1476,1476,0
64028,330,330,0
64030,697,697,0
43959,1198,1198,0
64000,244,244,0
64026,215,215,0
50751,949,949,0
63813,1409,1409,0
67324,483,483,0
67191,1631,1631,0
43634,2839,2839,0
43991,990,990,0
64035,181,181,0
44813,964,964,0
59566,999,999,0
46157,654,654,0
64042,777,777,0
63802,1524,1524,0
63803,525,525,0
67864,1022,1022,0
67865,287,287,0
67935,693,693,0
59569,656,656,0
51155,169,169,0
50750,707,707,0
51146,1398,1398,0
61085,481,481,0
61278,861,861,0
57093,505,505,0
64006,1162,1162,0
43986,2137,2137,0
50775,523,523,0
43946,715,715,0
63820,287,287,0
43906,2450,2450,0
67265,394,394,0
64004,781,781,0
66644,728,728,0
67861,1207,1207,0
67862,844,844,0
57107,1062,1062,0
59596,276,276,0
67874,833,833,0
67873,974,974,0
63960,704,704,0
59429,491,491,0
59480,942,942,0
46162,856,856,0
44775,399,399,0
56052,286,286,0
59435,412,412,0
63810,402,402,0
56054,642,642,0
44814,1480,1480,0
59881,755,755,0
50762,1633,1633,0
64018,780,780,0
44780,1019,1019,0
66637,373,373,0
60332,384,384,0
51150,1293,1293,0
43920,1176,1176,0
44066,1012,1012,0
50754,832,832,0
63809,226,226,0
63805,235,235,0
44754,513,513,0
69192,187,187,0
66613,1070,1070,0
66630,472,472,0
63927,171,171,0
64016,809,809,0
63993,283,283,0
63992,317,317,0
55960,271,271,0
57108,284,284,0
50776,410,410,0
44782,471,471,0
51177,536,536,0
44028,536,536,0
51159,44,44,0
59481,888,888,0
50788,1008,1008,0
51024,1008,1008,0
59585,1358,1358,0
59575,470,470,0
67866,183,183,0
55974,1151,1151,0
59637,776,776,0
56567,316,316,0
61086,417,417,0
43911,1195,1195,0
43945,858,858,0
63978,32,32,0
64032,391,391,0
64029,798,798,0
63798,476,476,0
60333,448,448,0
67224,1525,1525,0
66642,332,332,0
67876,406,406,0
67936,435,435,0
43993,228,228,0
44017,233,233,0
50777,248,248,0
44007,980,980,0
44008,980,980,0
63944,77,77,0
63979,593,593,0
55270,1335,1335,0
46163,502,502,0
43932,354,354,0
63998,182,182,0
56369,299,299,0
43940,227,227,0
63925,104,104,0
63963,36,36,0
63959,583,583,0
63957,486,486,0
44003,412,412,0
44772,594,594,0
51025,522,522,0
51156,482,482,0
63973,633,633,0
63924,289,289,0
59567,383,383,0
63987,480,480,0
66645,354,354,0
64064,219,219,0
56374,477,477,0
63804,114,114,0
69208,89,89,0
64616,81,81,0
64615,74,74,0
56011,58,58,0
43992,378,378,0
56020,146,146,0
59577,425,425,0
32576,200,200,0
43934,239,239,0
63995,166,166,0
59876,262,262,0
64001,7,7,0
43937,326,326,0
64021,57,57,0
55946,141,141,0
43990,72,72,0
56012,139,139,0
43955,22,22,0
51161,24,24,0
50771,268,268,0
51168,316,316,0
69189,229,229,0
51185,67,67,0
63945,64,64,0
64022,149,149,0
63986,318,318,0
63999,169,169,0
50766,157,157,0
63955,312,312,0
63962,228,228,0
56038,389,389,0
63926,54,54,0
44067,44,44,0
51158,206,206,0
51170,108,108,0
63984,80,80,0
43909,151,151,0
46167,56,56,0
56055,109,109,0
50760,64,64,0
63946,31,31,0
43995,37,37,0
63970,64,64,0
56023,68,68,0
46155,39,39,0
55959,108,108,0
64033,105,105,0
63997,80,80,0
53292,13,13,0
64024,116,116,0
64025,14,14,0
63947,101,101,0
59485,67,67,0
32566,187,187,0
44049,56,56,0
50770,31,31,0
51153,27,27,0
51154,26,26,0
64037,19,19,0
63996,19,19,0
52532,25,25,0
65597,15,15,0
32572,15,15,0
0,1,1,0
